carat,cut,color,clarity,depth,table,x,y,z,price
1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,3599
0.5,Fair,E,VS2,79.0,73.0,5.21,5.18,4.09,2579
0.71,Ideal,D,VS2,61.2,56.0,5.76,5.78,3.53,3135
0.41,Premium,I,SI2,61.6,59.0,4.79,4.76,2.94,692
0.73,Ideal,E,SI1,61.9,57.0,5.74,5.79,3.57,2581
1.01,Very Good,F,SI1,62.4,60.0,6.35,6.4,3.98,5078
0.52,Very Good,F,SI1,60.3,61.0,5.21,5.27,3.16,1354
1.22,Ideal,G,VVS1,61.5,56.0,6.86,6.9,4.23,12081
0.53,Ideal,E,VS2,62.4,56.0,5.2,5.16,3.23,1813
1.51,Ideal,F,SI1,62.3,57.0,7.33,7.3,4.56,12459
0.23,Very Good,D,VS2,60.5,61.0,3.96,3.97,2.4,357
0.72,Premium,D,SI1,62.7,59.0,5.69,5.73,3.58,2757
0.41,Ideal,F,IF,61.4,58.0,4.78,4.83,2.95,1439
0.61,Ideal,E,VS2,61.8,56.0,5.42,5.46,3.36,2556
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,681
1.21,Ideal,H,SI1,61.2,57.0,6.86,6.93,4.22,5973
0.72,Very Good,D,SI1,62.9,58.0,5.7,5.72,3.59,2285
0.9,Premium,D,SI1,59.5,57.0,6.29,6.21,3.72,3689
0.57,Ideal,E,SI1,61.9,57.0,5.35,5.31,3.3,2257
0.53,Premium,G,VS2,62.6,58.0,5.18,5.11,3.22,1607
0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5,2349
2.02,Ideal,F,SI2,61.3,57.0,8.11,8.16,4.99,16290
1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,6729
1.58,Very Good,H,VS2,61.4,60.0,7.49,7.44,4.58,10608
1.0,Very Good,E,VS2,62.9,59.0,6.27,6.38,3.98,6245
1.03,Ideal,F,VS1,62.1,55.0,6.47,6.5,4.03,8169
0.3,Ideal,E,VVS1,61.0,56.0,4.34,4.38,2.66,813
0.36,Ideal,H,SI1,61.4,56.0,4.56,4.59,2.81,684
1.2,Very Good,I,VS1,62.8,54.5,6.75,6.79,4.25,6652
1.0,Ideal,I,SI2,60.9,57.0,6.43,6.47,3.93,3811
0.7,Premium,E,SI2,62.8,59.0,5.69,5.64,3.56,2475
0.37,Ideal,G,VVS2,61.6,55.0,4.62,4.66,2.86,815
0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35,3337
1.01,Premium,G,SI1,63.0,58.0,6.35,6.29,3.98,4525
0.9,Very Good,E,SI1,60.7,61.0,6.17,6.19,3.75,3689
0.43,Premium,G,IF,61.1,58.0,4.86,4.89,2.98,1433
0.71,Premium,G,VS2,59.8,56.0,5.89,5.81,3.5,2766
1.01,Ideal,D,SI1,61.2,57.0,6.47,6.44,3.95,5543
1.2,Very Good,D,SI2,62.6,57.0,6.74,6.84,4.25,5451
1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,10337
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,696
0.34,Premium,F,SI2,60.0,58.0,4.55,4.58,2.74,447
0.79,Very Good,H,VS2,61.5,55.0,5.89,5.94,3.64,2945
1.02,Premium,F,SI2,59.9,59.0,6.56,6.59,3.94,4162
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1656
0.62,Ideal,E,SI1,61.7,54.0,5.53,5.49,3.4,2054
0.53,Good,J,VS2,63.8,57.0,5.1,5.12,3.26,1023
0.31,Very Good,G,VS1,59.6,61.0,4.35,4.38,2.6,625
1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360
1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,6882
0.4,Ideal,F,IF,61.8,55.0,4.74,4.8,2.95,1261
0.54,Ideal,F,SI1,61.5,55.0,5.25,5.28,3.24,1327
0.39,Ideal,F,VVS1,61.7,55.0,4.69,4.71,2.9,1124
0.39,Ideal,G,IF,61.7,55.0,4.68,4.72,2.9,1154
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2122
1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5851
0.7,Very Good,F,SI1,61.4,57.0,5.73,5.77,3.53,2161
1.01,Fair,E,VS2,65.3,59.0,6.15,6.1,4.0,5882
1.03,Premium,G,SI1,60.5,60.0,6.52,6.48,3.93,5105
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,450
0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
0.71,Good,G,SI2,63.8,56.0,5.65,5.6,3.59,1960
0.41,Ideal,D,VS2,62.2,57.0,4.76,4.72,2.95,1076
1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
0.24,Ideal,F,VS1,61.3,56.0,4.0,4.03,2.46,419
0.5,Ideal,F,VS1,61.0,56.0,5.14,5.15,3.14,1731
1.2,Ideal,H,SI1,62.5,56.0,6.84,6.79,4.26,6742
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,6543
1.11,Fair,J,SI2,64.8,55.1,6.44,6.55,4.21,4056
2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,16650
0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,663
1.19,Very Good,H,VS2,61.1,58.0,6.78,6.83,4.16,6819
0.23,Very Good,E,VVS2,60.6,60.0,3.93,3.99,2.4,505
0.43,Premium,E,SI2,60.8,58.0,4.86,4.88,2.96,716
0.78,Very Good,D,VS1,61.5,57.0,5.92,5.95,3.65,3923
1.02,Ideal,G,SI1,62.1,55.0,6.46,6.49,4.02,5426
2.01,Good,F,SI2,62.9,58.0,7.89,8.01,5.0,16013
0.91,Ideal,E,SI1,61.9,55.0,6.18,6.22,3.84,4623
0.79,Ideal,G,VS1,62.0,56.0,5.91,5.94,3.67,3561
1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6,5846
0.32,Ideal,I,VVS2,61.2,56.0,4.41,4.45,2.71,548
1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01,5021
1.23,Very Good,E,VVS1,61.2,59.0,6.9,6.98,4.25,15878
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3182
0.55,Ideal,E,VS2,62.0,55.0,5.26,5.28,3.27,1816
1.01,Very Good,F,SI1,61.3,60.0,6.39,6.43,3.93,5975
1.22,Ideal,I,SI1,62.1,56.0,6.83,6.79,4.23,5329
1.0,Fair,D,VVS2,61.1,57.0,6.37,6.3,3.87,10562
0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,705
0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2866
0.3,Very Good,G,SI1,62.7,58.0,4.22,4.27,2.66,447
0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8,984
0.47,Ideal,G,SI2,61.3,56.0,4.98,5.01,3.06,784
0.57,Good,H,VS1,63.7,51.0,5.36,5.29,3.39,1728
2.06,Very Good,G,SI2,59.8,61.0,8.22,8.26,4.93,15805
0.7,Ideal,E,VS2,62.1,57.0,5.68,5.73,3.54,2633
0.4,Ideal,I,VVS2,62.4,55.0,4.7,4.73,2.94,807
0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621
0.3,Premium,H,SI2,61.9,60.0,4.29,4.27,2.65,485
0.33,Ideal,G,VVS1,61.7,55.0,4.44,4.48,2.75,838
2.0,Fair,H,SI2,67.9,55.0,7.67,7.58,5.18,10913
0.32,Ideal,D,VVS1,61.5,57.0,4.43,4.45,2.73,1067
0.55,Very Good,F,SI1,59.1,59.0,5.36,5.4,3.18,1370
0.35,Ideal,F,VS2,62.2,55.0,4.48,4.53,2.8,706
1.51,Fair,H,SI2,66.9,57.0,7.13,7.09,4.75,5919
0.4,Ideal,E,VVS2,61.8,56.0,4.74,4.77,2.94,1158
0.23,Ideal,F,VS2,61.8,55.0,3.93,3.96,2.43,493
0.55,Very Good,J,SI1,60.9,56.0,5.29,5.35,3.24,1100
0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
0.41,Very Good,G,VVS1,61.0,61.0,4.72,4.75,2.89,1151
0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,1036
0.31,Ideal,G,VS2,59.6,57.0,4.43,4.4,2.63,698
0.81,Fair,I,VS2,64.6,59.0,5.83,5.78,3.75,2414
0.73,Fair,F,SI2,59.2,64.0,5.92,5.83,3.48,2164
0.92,Ideal,H,VS2,60.8,58.0,6.27,6.32,3.83,4639
0.72,Ideal,F,VS2,62.0,56.0,5.77,5.75,3.57,2943
0.41,Ideal,E,VVS1,61.3,56.0,4.79,4.81,2.94,1367
1.21,Premium,J,SI1,59.7,60.0,6.9,6.93,4.13,4492
1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
1.0,Premium,D,SI1,61.4,58.0,6.43,6.37,3.93,5880
0.53,Ideal,E,VVS2,62.0,58.0,5.16,5.2,3.21,2230
0.4,Very Good,E,VVS1,62.8,57.0,4.65,4.71,2.94,1333
0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1274
0.28,Ideal,H,VS1,62.1,55.0,4.17,4.21,2.6,476
0.3,Good,D,SI1,63.1,55.0,4.28,4.31,2.71,552
1.21,Ideal,G,VS1,62.7,54.0,6.79,6.83,4.27,8759
0.23,Very Good,D,VVS1,60.5,55.0,4.01,4.02,2.43,472
0.3,Very Good,D,VS1,60.1,58.0,4.35,4.37,2.62,666
1.06,Ideal,F,VVS2,61.1,57.0,6.62,6.57,4.03,8776
0.28,Very Good,E,VS1,63.1,55.0,4.18,4.15,2.63,588
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1915
1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99,5006
0.72,Very Good,J,SI2,60.1,58.0,5.79,5.82,3.49,1788
0.32,Ideal,H,VS2,61.5,56.0,4.4,4.38,2.7,648
0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,554
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4977
0.26,Good,F,VVS2,60.4,61.0,4.13,4.18,2.51,517
1.02,Ideal,G,VVS2,61.8,56.0,6.42,6.46,3.98,9286
0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69,593
0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,1389
0.52,Ideal,D,VS2,61.4,56.0,5.16,5.19,3.18,1664
0.76,Ideal,H,VVS2,61.8,57.0,5.84,5.91,3.63,2690
0.33,Premium,D,SI2,59.5,59.0,4.48,4.5,2.67,492
0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,4593
2.1,Very Good,I,SI2,60.6,60.0,8.29,8.33,5.04,12612
0.71,Very Good,E,VS1,62.7,57.0,5.69,5.73,3.58,2946
0.9,Good,G,SI1,57.7,65.0,6.25,6.29,3.62,3669
1.74,Premium,H,SI2,62.1,59.0,7.78,7.65,4.79,10270
1.01,Premium,D,VS1,61.1,61.0,6.46,6.4,3.93,7785
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,2209
0.7,Very Good,F,SI1,61.3,58.0,5.7,5.72,3.5,2312
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2509
1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,4704
0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844
1.02,Ideal,H,SI2,60.7,57.0,6.51,6.54,3.96,4319
0.43,Ideal,G,VVS1,60.5,57.0,4.86,4.92,2.96,1207
0.41,Premium,F,VS2,62.6,58.0,4.81,4.75,2.99,1107
0.4,Ideal,I,VS1,61.9,57.0,4.73,4.74,2.93,736
0.35,Ideal,D,VVS1,60.6,56.0,4.58,4.59,2.78,1330
0.6,Ideal,D,VVS1,62.3,55.0,5.38,5.4,3.36,3850
0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,1318
0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,942
0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
0.46,Ideal,E,VVS1,62.5,53.0,4.95,5.0,3.11,1955
0.7,Ideal,I,SI1,62.1,58.0,5.68,5.72,3.54,2083
0.3,Ideal,H,VS2,61.7,57.0,4.28,4.32,2.65,454
0.36,Good,E,SI2,63.7,54.0,4.52,4.55,2.89,505
0.7,Premium,H,SI2,61.3,61.0,5.67,5.62,3.46,1749
0.4,Ideal,F,SI1,62.0,57.0,4.72,4.76,2.94,694
0.91,Fair,E,SI1,65.0,62.0,6.09,6.04,3.94,4256
1.15,Very Good,D,SI2,63.5,58.0,6.73,6.69,4.26,4939
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1050
0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
0.76,Ideal,G,VS1,61.6,56.0,5.82,5.87,3.6,3372
0.91,Very Good,D,SI1,62.8,59.0,6.17,6.21,3.89,4556
0.32,Ideal,F,VS2,61.9,55.0,4.41,4.45,2.74,602
0.25,Very Good,E,VVS2,62.2,61.0,3.98,4.03,2.49,548
0.34,Ideal,D,VS2,62.5,57.0,4.4,4.47,2.77,805
0.51,Good,F,SI1,64.2,59.0,5.04,5.02,3.23,1406
0.33,Premium,G,VS2,61.9,59.0,4.46,4.4,2.74,743
0.33,Very Good,F,VVS2,61.2,55.0,4.45,4.47,2.73,801
1.2,Premium,E,VVS1,60.6,60.0,6.95,6.85,4.18,14192
0.46,Very Good,G,VVS2,62.7,53.0,4.93,4.96,3.1,1216
0.4,Very Good,D,VS1,63.1,55.0,4.7,4.74,2.98,967
0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,665
0.72,Very Good,I,VS2,61.6,59.0,5.71,5.75,3.53,2359
1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,458
1.01,Very Good,F,VVS1,62.9,57.0,6.35,6.41,4.01,10019
1.37,Premium,H,VS1,62.9,58.0,7.12,7.07,4.46,8669
0.4,Very Good,E,VS1,61.8,56.0,4.74,4.77,2.94,1053
1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,6356
1.01,Good,E,VS1,63.6,54.0,6.38,6.32,4.04,7466
0.4,Premium,G,IF,59.8,58.0,4.85,4.79,2.88,1397
1.28,Premium,H,SI2,60.2,58.0,7.13,7.03,4.26,6093
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,706
2.52,Very Good,G,SI2,63.2,58.0,8.65,8.61,5.45,17689
1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79,4948
0.33,Premium,G,VVS1,60.9,58.0,4.43,4.47,2.71,868
0.81,Premium,J,SI1,61.4,60.0,5.98,5.94,3.66,1917
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,2986
1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,4821
1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058
1.1,Ideal,G,VS1,61.9,55.0,6.59,6.63,4.09,7528
0.4,Good,D,SI1,63.6,57.0,4.7,4.67,2.98,924
0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
1.28,Very Good,G,VVS1,60.3,59.0,6.99,7.03,4.23,11214
0.41,Ideal,E,SI1,62.5,55.0,4.73,4.77,2.97,755
1.51,Ideal,H,SI1,61.9,58.0,7.33,7.37,4.55,10096
1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,7154
0.33,Ideal,E,VVS1,62.2,54.0,4.46,4.48,2.78,906
2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,15371
0.7,Very Good,I,VS1,63.1,57.0,5.67,5.59,3.55,2411
0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75,463
0.53,Ideal,H,VS1,61.3,57.0,5.22,5.18,3.19,1607
0.54,Ideal,H,VVS1,61.9,54.0,5.22,5.25,3.24,1774
0.36,Premium,E,VS2,61.3,60.0,4.59,4.55,2.8,1013
0.7,Fair,G,SI1,63.1,57.0,5.64,5.58,3.54,2150
0.32,Ideal,G,VS1,61.6,56.0,4.38,4.42,2.71,645
0.53,Ideal,D,VS2,61.2,56.0,5.23,5.2,3.19,1956
0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,1577
0.9,Premium,G,SI1,60.2,59.0,6.27,6.23,3.76,3879
0.4,Ideal,F,VVS1,61.5,56.0,4.77,4.73,2.92,1206
0.3,Very Good,H,SI1,62.9,59.0,4.24,4.28,2.68,432
0.7,Very Good,G,VS2,63.1,58.0,5.69,5.66,3.58,2302
0.71,Good,E,SI1,63.8,54.0,5.66,5.72,3.63,2606
0.34,Good,I,SI1,63.7,54.0,4.48,4.43,2.84,574
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,16505
1.01,Very Good,F,IF,63.5,59.0,6.29,6.41,4.03,9972
0.42,Ideal,I,IF,61.7,55.0,4.83,4.86,2.99,961
1.26,Ideal,G,VVS1,62.1,57.0,6.91,7.01,4.32,10720
1.07,Ideal,G,SI1,61.9,55.0,6.62,6.57,4.08,5444
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292
1.02,Ideal,H,SI2,60.7,57.0,6.54,6.51,3.96,4398
0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,1257
0.71,Very Good,D,VVS2,62.7,59.0,5.64,5.69,3.55,3670
0.33,Premium,D,SI1,60.4,60.0,4.41,4.46,2.68,608
0.7,Very Good,G,VVS2,60.2,61.0,5.66,5.74,3.43,3052
0.5,Fair,E,SI1,65.3,58.0,4.99,4.91,3.23,1134
1.21,Ideal,H,VS1,62.8,54.0,6.81,6.78,4.26,7928
0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
0.54,Very Good,I,IF,58.8,61.0,5.29,5.35,3.13,1708
0.72,Very Good,E,VS1,63.1,56.0,5.7,5.65,3.58,3048
0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,935
1.01,Premium,G,SI2,60.1,61.0,6.6,6.55,3.95,4327
0.32,Ideal,F,VVS2,62.1,54.0,4.41,4.44,2.75,786
1.0,Fair,F,SI1,66.4,57.0,6.21,6.14,4.1,4256
0.32,Very Good,D,SI1,60.0,56.0,4.5,4.53,2.71,644
0.72,Ideal,F,VVS2,61.2,56.0,5.78,5.81,3.55,3816
0.73,Ideal,F,VS1,61.4,55.0,5.81,5.84,3.57,3493
0.6,Ideal,G,VVS1,62.0,55.5,5.37,5.42,3.35,2524
1.01,Very Good,I,SI1,62.7,56.0,6.36,6.43,4.01,4212
2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0,17710
0.7,Ideal,D,VS2,61.2,57.0,5.69,5.75,3.5,3788
1.04,Ideal,H,VVS2,62.2,55.0,6.48,6.52,4.04,6619
0.7,Fair,H,VS2,57.0,58.0,5.87,5.89,3.35,1981
0.57,Ideal,F,SI1,62.2,55.0,5.32,5.36,3.32,1377
0.52,Ideal,F,VVS1,61.9,55.0,5.17,5.2,3.21,2251
1.04,Ideal,G,VS2,60.7,56.0,6.59,6.54,3.99,7415
0.4,Ideal,G,SI1,61.3,55.0,4.72,4.81,2.92,1084
1.26,Ideal,H,VS1,61.0,57.0,6.97,7.03,4.27,8959
0.34,Premium,I,VS2,61.8,58.0,4.48,4.51,2.78,477
0.34,Premium,E,VS2,60.9,60.0,4.49,4.51,2.74,745
1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6795
1.01,Premium,E,VS2,59.3,58.0,6.53,6.49,3.86,7240
0.31,Ideal,D,VS2,61.9,56.0,4.38,4.37,2.71,942
1.0,Premium,F,VS2,60.6,59.0,6.5,6.46,3.93,5718
0.7,Ideal,F,VS1,62.5,56.0,5.7,5.73,3.57,2726
0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,1838
0.71,Good,I,SI1,63.6,63.0,5.61,5.64,3.58,1651
0.33,Ideal,E,VS2,62.3,57.0,4.43,4.37,2.74,928
1.7,Good,J,VS2,62.4,61.0,7.47,7.53,4.68,9380
0.55,Ideal,J,VS2,61.7,54.0,5.34,5.29,3.28,1260
0.34,Ideal,G,VVS1,61.3,55.0,4.54,4.56,2.79,863
0.7,Very Good,G,VS2,59.3,60.0,5.77,5.83,3.43,2539
1.12,Premium,J,SI1,62.3,57.0,6.72,6.61,4.15,4064
1.54,Good,H,VS1,63.1,57.0,7.34,7.4,4.65,10769
0.96,Fair,H,I1,68.9,59.0,6.09,5.96,4.15,1773
0.32,Very Good,F,VVS1,61.5,56.0,4.38,4.4,2.7,886
0.73,Ideal,D,SI1,61.4,56.0,5.82,5.78,3.56,2943
0.51,Ideal,G,VS1,61.8,60.0,5.08,5.12,3.15,1757
0.73,Ideal,H,VVS1,62.1,56.0,5.75,5.8,3.59,3220
0.53,Ideal,G,VVS2,61.4,57.0,5.26,5.19,3.21,2051
0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,678
1.03,Premium,H,VS1,62.0,59.0,6.45,6.48,4.01,5523
0.51,Premium,D,SI1,60.1,60.0,5.17,5.15,3.1,1687
1.21,Very Good,H,VS2,62.9,58.0,6.74,6.78,4.25,6673
1.6,Premium,G,SI1,62.2,58.0,7.5,7.44,4.65,11926
0.31,Ideal,G,VVS2,62.0,56.0,4.35,4.33,2.69,931
0.52,Ideal,E,VS2,62.2,55.0,5.16,5.22,3.23,1571
0.3,Very Good,G,VVS2,63.5,56.0,4.34,4.29,2.74,878
0.76,Very Good,H,SI2,59.8,58.0,5.94,5.96,3.56,2418
0.31,Premium,H,VVS2,62.4,59.0,4.35,4.31,2.7,802
1.05,Premium,G,SI2,61.6,60.0,6.56,6.49,4.02,4318
0.51,Premium,D,VS2,62.0,59.0,5.12,5.08,3.16,1807
0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92,1295
0.77,Very Good,D,SI1,58.6,59.0,6.0,6.04,3.53,3160
0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79,5040
0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523
0.9,Good,E,SI1,58.3,61.0,6.24,6.29,3.65,4165
0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,1046
0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,3335
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1882
1.01,Premium,G,VS1,62.6,59.0,6.46,6.38,4.02,6618
1.01,Premium,G,SI2,62.5,60.0,6.39,6.34,3.98,4327
0.44,Ideal,G,SI1,60.9,56.0,4.88,4.94,2.99,1188
0.7,Fair,H,I1,66.5,57.0,5.51,5.4,3.64,1058
1.01,Very Good,E,VS2,62.9,58.0,6.37,6.47,4.04,6221
0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945
1.01,Premium,F,SI1,62.2,59.0,6.44,6.35,3.98,4418
1.05,Premium,H,SI2,61.4,58.0,6.58,6.54,4.03,4116
0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1098
0.33,Very Good,F,VVS1,61.1,58.0,4.42,4.46,2.71,912
0.4,Ideal,H,VS2,62.4,56.0,4.69,4.73,2.94,704
0.6,Ideal,E,VS1,61.7,55.0,5.41,5.44,3.35,2774
0.24,Very Good,D,VS1,62.2,58.0,3.95,3.99,2.47,419
1.2,Ideal,I,SI1,62.4,57.0,6.75,6.8,4.23,5535
1.22,Ideal,H,VS2,61.9,55.0,6.88,6.83,4.24,4914
1.74,Very Good,F,VS2,62.0,57.0,7.65,7.7,4.76,18430
0.9,Very Good,G,SI1,62.0,61.0,6.07,6.13,3.78,3734
0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
0.31,Premium,E,SI1,62.3,56.0,4.4,4.37,2.73,698
0.8,Ideal,F,SI1,61.0,56.0,6.05,5.98,3.67,3082
0.4,Ideal,E,SI2,62.2,53.0,4.73,4.76,2.95,689
0.91,Premium,E,VS1,61.9,59.0,6.23,6.17,3.84,5167
1.02,Good,H,SI2,61.4,60.0,6.44,6.49,3.97,4521
1.2,Ideal,H,SI1,61.9,54.0,6.83,6.9,4.25,6588
0.91,Premium,I,SI1,58.4,55.0,6.34,6.32,3.7,2700
0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84,846
0.35,Ideal,F,IF,60.7,57.0,4.6,4.56,2.78,1073
0.41,Ideal,I,VS1,61.9,55.0,4.79,4.81,2.97,824
0.53,Ideal,G,VVS1,60.8,56.0,5.22,5.24,3.18,2005
1.01,Good,E,SI1,56.9,61.0,6.65,6.6,3.77,4928
0.78,Ideal,E,SI1,62.7,55.0,5.9,5.87,3.69,3014
0.43,Premium,G,VS2,59.1,60.0,4.93,4.88,2.9,1113
0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,891
0.28,Ideal,I,VS1,61.8,55.0,4.2,4.25,2.61,448
1.0,Good,I,SI1,65.2,56.0,6.21,6.27,4.07,3836
0.79,Ideal,F,SI1,61.2,56.0,5.96,6.01,3.66,3169
0.41,Premium,F,VS1,62.6,58.0,4.74,4.75,2.97,1007
2.02,Very Good,J,SI1,63.0,56.0,7.95,8.01,5.03,12267
1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56,17515
2.0,Fair,H,SI1,65.6,58.0,7.92,7.76,5.15,15762
0.3,Premium,F,VVS2,62.4,58.0,4.28,4.25,2.66,945
1.22,Premium,E,SI1,62.6,58.0,6.78,6.8,4.25,7262
1.02,Ideal,E,SI1,61.1,56.0,6.45,6.51,3.96,4591
0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2858
0.3,Ideal,D,SI1,61.9,56.0,4.28,4.31,2.66,552
1.13,Ideal,F,VS2,60.1,56.0,6.76,6.84,4.09,8157
1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
1.0,Very Good,F,SI1,61.6,61.0,6.3,6.37,3.9,5197
0.31,Good,G,VVS2,63.1,57.0,4.3,4.32,2.72,707
1.05,Ideal,F,VVS2,61.5,57.0,6.51,6.57,4.02,9138
0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,811
0.34,Premium,G,IF,60.5,58.0,4.47,4.52,2.72,879
1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250
0.4,Ideal,J,VS1,62.6,55.0,4.71,4.75,2.96,631
0.85,Ideal,H,SI1,60.8,57.0,6.13,6.18,3.74,3183
0.32,Premium,E,IF,61.6,58.0,4.38,4.39,2.7,1095
0.56,Very Good,H,SI1,61.2,57.0,5.28,5.31,3.24,1179
0.33,Premium,I,VS1,62.7,58.0,4.4,4.43,2.77,521
0.91,Very Good,G,SI2,60.0,57.0,6.27,6.32,3.78,3531
1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,6424
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,2496
0.51,Ideal,G,IF,61.6,54.0,5.17,5.19,3.19,2162
0.43,Very Good,E,SI2,63.4,57.0,4.82,4.77,3.04,858
1.5,Fair,F,SI2,65.4,58.0,7.17,7.1,4.67,7644
1.22,Ideal,F,VVS1,61.5,58.0,6.85,6.9,4.23,12906
2.0,Good,I,VS1,58.8,65.0,8.03,8.1,4.74,15708
